"","id","sex","age","NAME","rt_sec","Item","meaning","salience","lg_rt","oldage","yrs65","c_mean","c_sal"
"227",5,0,20,"rt_sec29",3.877,29,4,3,1.35506165868879,0,0,1,0
"228",5,0,20,"rt_sec31",3.409,31,2,4,1.22641899315577,0,0,-1,1
"229",5,0,20,"rt_sec32",6.918,32,2,1.5,1.93412671051498,0,0,-1,-1.5
"230",5,0,20,"rt_sec33",2.459,33,3,2,0.899754763234056,0,0,0,-1
"231",5,0,20,"rt_sec35",8.697,35,1,4,2.16297813860763,0,0,-2,1
"232",5,0,20,"rt_sec36",1.757,36,4,3,0.56360780920496,0,0,1,0
"233",5,0,20,"rt_sec38",3.518,38,1,3,1.25789264631537,0,0,-2,0
"234",5,0,20,"rt_sec39",1.754,39,4,3.5,0.561898893949991,0,0,1,0.5
"235",5,0,20,"rt_sec41",4.035,41,0,2,1.39500630172191,0,0,-3,-1
"236",5,0,20,"rt_sec42",1.402,42,4.5,5,0.337899788612398,0,0,1.5,2
"237",5,0,20,"rt_sec43",1.763,43,5,4.5,0.567016903415733,0,0,2,1.5
"238",5,0,20,"rt_sec44",11.142,44,2,2,2.41072175159862,0,0,-1,-1
"239",5,0,20,"rt_sec46",3.528,46,4,2,1.26073113814454,0,0,1,-1
"240",5,0,20,"rt_sec47",1.41,47,3,2,0.343589704390077,0,0,0,-1
"241",5,0,20,"rt_sec51",1.962,51,0,2.5,0.673964361143171,0,0,-3,-0.5
"242",5,0,20,"rt_sec52",2.077,52,0,2,0.730924544893975,0,0,-3,-1
"243",5,0,20,"rt_sec58",1.755,58,3.5,2,0.562468856917829,0,0,0.5,-1
"244",5,0,20,"rt_sec61",1.401,61,5,4,0.33718626735487,0,0,2,1
"245",5,0,20,"rt_sec63",4.929,63,4,4,1.59513612772324,0,0,1,1
"246",5,0,20,"rt_sec64",13.623,64,0,3.5,2.61175954078392,0,0,-3,0.5
"247",5,0,20,"rt_sec66",2.006,66,4,2,0.696142689539744,0,0,1,-1
"248",5,0,20,"rt_sec67",1.985,67,4,3.5,0.685618914139154,0,0,1,0.5
"249",5,0,20,"rt_sec68",3.519,68,3.5,4,1.25817685833945,0,0,0.5,1
"250",5,0,20,"rt_sec71",2.115,71,5,5,0.749054812498241,0,0,2,2
"251",5,0,20,"rt_sec73",1.763,73,2,3,0.567016903415733,0,0,-1,0
"252",5,0,20,"rt_sec74",4.453,74,0,3,1.49357802633957,0,0,-3,0
"253",5,0,20,"rt_sec78",4.939,78,4,2,1.59716288155849,0,0,1,-1
"254",5,0,20,"rt_sec79",4.579,79,3.5,3,1.52148063367496,0,0,0.5,0
"255",5,0,20,"rt_sec80",8.073,80,0,1,2.08852516041288,0,0,-3,-2
"256",6,0,18,"rt_sec1",11.985,1,3.5,4,2.48365586788635,0,0,0.5,1
"257",6,0,18,"rt_sec2",3.173,2,0,3,1.15467751260106,0,0,-3,0
"258",6,0,18,"rt_sec3",5.637,3,4,2,1.72935200909944,0,0,1,-1
"259",6,0,18,"rt_sec4",NA,4,4,4,NA,0,0,1,1
"260",6,0,18,"rt_sec5",1.882,5,0,5,0.632335041163188,0,0,-3,2
"261",6,0,18,"rt_sec7",2.108,7,3.5,4.5,0.745739630679116,0,0,0.5,1.5
"262",6,0,18,"rt_sec8",4.224,8,5,1.5,1.44078254640396,0,0,2,-1.5
"263",6,0,18,"rt_sec9",NA,9,0,5,NA,0,0,-3,2
"264",6,0,18,"rt_sec10",3.168,10,4,3.5,1.15310047395218,0,0,1,0.5
"265",6,0,18,"rt_sec12",NA,12,5,4,NA,0,0,2,1
"266",6,0,18,"rt_sec14",6.334,14,0,3,1.84593194811645,0,0,-3,0
"267",6,0,18,"rt_sec15",8.277,15,5,2.5,2.11348058390326,0,0,2,-0.5
"268",6,0,18,"rt_sec16",2.684,16,3.5,3,0.987308219109435,0,0,0.5,0
"269",6,0,18,"rt_sec17",2.468,17,5,2,0.903408106043141,0,0,2,-1
"270",6,0,18,"rt_sec20",1.895,20,5,4,0.63921883853439,0,0,2,1
"271",6,0,18,"rt_sec21",NA,21,0,2.5,NA,0,0,-3,-0.5
"272",6,0,18,"rt_sec22",NA,22,5,4,NA,0,0,2,1
"273",6,0,18,"rt_sec24",10.575,24,0,4,2.35849272493234,0,0,-3,1
"274",6,0,18,"rt_sec25",1.403,25,2,2,0.338612801120324,0,0,-1,-1
"275",6,0,18,"rt_sec26",7.018,26,0,1.5,1.94847827716102,0,0,-3,-1.5
"276",6,0,18,"rt_sec27",4.233,27,2,2,1.44291096153879,0,0,-1,-1
"277",6,0,18,"rt_sec28",NA,28,0.5,1,NA,0,0,-2.5,-2
"278",6,0,18,"rt_sec29",14.643,29,4,3,2.68396240557312,0,0,1,0
"279",6,0,18,"rt_sec31",1.409,31,2,4,0.342880232916543,0,0,-1,1
"280",6,0,18,"rt_sec32",1.255,32,2,1.5,0.227135572583747,0,0,-1,-1.5
"281",6,0,18,"rt_sec33",8.463,33,3,2,2.13570372068797,0,0,0,-1
"282",6,0,18,"rt_sec35",16.924,35,1,4,2.82873273285782,0,0,-2,1
"283",6,0,18,"rt_sec36",1.756,36,4,3,0.563038495212925,0,0,1,0
